business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,isOpen,is_delayed,delay_days
U001,200729942,SA in,,2019,1928818657,2019-02-19,20190219,,USD,RV,1,10044.03,20190219,NAA8,0,0,999.0
U001,200769623,WAL-MAR trust,,2020,1930471076,2020-02-04,20200203,,USD,RV,1,3797.1,20200204,NAH4,0,0,999.0
U001,200769623,WAL-MAR foundation,2020-10-03,2020,1930552540,2020-02-22,20200220,,USD,RV,1,710.4,20200222,NAH4,0,0,999.0
U001,200772595,SAFEW corp,2019-12-11,2019,1930052054,2019-10-25,20191025,,USD,RV,1,70325.9,20191025,NAA8,0,0,999.0
U001,200769623,WAL-MAR associates,,2020,1930773887,2020-04-12,20200410,,USD,RV,1,66600.51,20200412,NAH4,1,0,999.0
U001,200974851,RESTA trust,,2019,1930119568,2019-11-07,20191108,,USD,RV,1,155.87,20191107,NAA8,0,0,999.0
U001,200759878,SA trust,,2019,1928559917,2019-01-04,20190103,,USD,RV,1,15010.4,20190104,NAH4,0,0,999.0
U001,200782669,SYGMA trust,2020-07-02,2020,1930425194,2020-01-21,20200122,,USD,RV,1,24519.66,20200121,NAA8,0,0,999.0
U001,200726979,BJ'S  systems,,2020,1930574472,2020-02-27,20200226,,USD,RV,1,338.26,20200227,NAA8,1,0,999.0
U001,200769623,WAL-MAR in,,2019,1928613437,2019-01-14,20190113,,USD,RV,1,1626.12,20190114,NAH4,0,0,999.0
U001,200769623,WAL-MAR ,,2019,1930257306,2019-12-10,20191210,,USD,RV,1,39066.91,20191210,NAH4,0,0,999.0
U001,200700919,US  systems,,2019,1929231741,2019-04-27,20190430,,USD,RV,1,15410.27,20190427,NA32,0,0,999.0
U001,200029010,KROG us,2019-07-05,2019,1929178733,2019-04-19,20190419,,USD,RV,1,217661.7,20190419,NAA8,0,0,999.0
U001,200769623,WAL-MAR trust,,2019,1928795085,2019-02-14,20190214,,USD,RV,1,26975.93,20190214,NAH4,0,0,999.0
U001,200794332,COST foundation,,2019,1929635230,2019-07-22,20190719,,USD,RV,1,75477.09,20190722,NAAX,0,0,999.0
U001,200756072,REINHA us,2019-05-04,2019,1928972530,2019-03-21,20190315,,USD,RV,1,14605.86,20190321,NAA8,0,0,999.0
U013,140103335,PARAM co,,2020,1991840719,2020-03-09,20200305,,USD,RV,1,10944.3,20200309,NAVE,1,0,999.0
CA02,140104429,COSTCO trust,,2019,2960530717,2019-02-24,20190224,,CAD,RV,1,40126.55,20190305,CA10,0,0,999.0
CA02,140106302,GR JEA corporation,2019-12-11,2019,2960588267,2019-10-25,20191026,,CAD,RV,1,7337.81,20191029,CA10,0,0,999.0
U001,200769623,WAL-MAR llc,2019-12-02,2019,1928723267,2019-02-01,20190201,,USD,RV,1,29468.64,20190201,NAH4,0,0,999.0
U001,200705742,DOT trust,2019-03-09,2019,1929689501,2019-07-31,20190801,,USD,RV,1,14614.82,20190731,NA32,0,0,999.0
U001,200700919,US  us,2019-08-03,2019,1928797558,2019-02-14,20190214,,USD,RV,1,87171.88,20190214,NAA8,0,0,999.0
U001,200707822,PUBLI co,,2019,1928764896,2019-02-08,20190208,,USD,RV,1,57749.07,20190208,NAA8,0,0,999.0
U001,200762301,C&S WH systems,,2019,1929110718,2019-04-08,20190409,,USD,RV,1,66843.46,20190408,NAC6,0,0,999.0
U001,200792734,MDV/ corporation,,2019,1929562306,2019-07-01,20190701,,USD,RV,1,87058.49,20190701,NAA8,0,0,999.0
U001,200759878,SA in,2020-03-03,2020,1930531437,2020-02-16,20200215,,USD,RV,1,80282.8,20200216,NAH4,0,0,999.0
U001,200468954,SKID llc,2019-09-05,2019,1929188626,2019-04-22,20190422,,USD,RV,1,4723.06,20190422,NAA8,0,0,999.0
U001,200769623,WAL-MAR in,2020-04-03,2020,1930532012,2020-02-16,20200215,,USD,RV,1,4543.5,20200216,NAH4,0,0,999.0
U001,200416837,DEC us,2019-01-10,2019,1929901502,2019-09-20,20190920,,USD,RV,1,4883.74,20190916,NAM4,0,0,999.0
U001,CCU002,KRFT FDS ,2019-03-05,2019,1928907067,2019-03-07,20190305,,USD,RV,1,13610.82,20190307,NAG2,0,0,999.0
U001,200418007,AM in,,2020,1930592652,2020-03-03,20200303,,USD,RV,1,7326.58,20200303,NAA8,1,0,999.0
U001,200769623,WAL-MAR foundation,,2020,1930683578,2020-03-21,20200321,,USD,RV,1,46082.25,20200321,NAH4,1,0,999.0
CA02,140106408,WAL-M trust,,2019,2960530145,2019-02-23,20190223,,CAD,RV,1,1160.69,20190222,CA10,0,0,999.0
U001,200806580,BE co,2019-02-05,2019,1929175553,2019-04-23,20190419,,USD,RV,1,3290.0,20190423,NAA8,0,0,999.0
U001,200726979,BJ'S  foundation,,2020,1930688756,2020-03-21,20200323,,USD,RV,1,319.93,20200321,NAA8,1,0,999.0
U001,200769623,WAL-MAR co,,2020,1930854579,2020-05-05,20200504,,USD,RV,1,725.42,20200505,NAH4,1,0,999.0
CA02,140104432,MAYR systems,,2019,2960561247,2019-07-05,20190705,,CAD,RV,1,7383.04,20190708,CA10,0,0,999.0
U001,200769623,WAL-MAR corporation,,2019,1930149894,2019-11-14,20191113,,USD,RV,1,49972.84,20191114,NAH4,0,0,999.0
U001,CCU013,KRAFT F llc,,2020,1930606546,2020-03-09,20200305,,USD,RV,1,16851.34,20200309,NAX2,1,0,999.0
U001,200126819,MCLANE ,2020-09-03,2020,1930543159,2020-02-22,20200219,,USD,RV,1,24778.43,20200222,NAA8,0,0,999.0
U001,200858049,GEOR in,,2019,1928631639,2019-01-15,20190115,,USD,RV,1,7592.8,20190115,NAA8,0,0,999.0
U001,200726979,BJ'S  us,2020-06-03,2020,1930548709,2020-02-19,20200220,,USD,RV,1,481.75,20200219,NAA8,0,0,999.0
U001,200418007,AM systems,,2020,1930802074,2020-04-20,20200420,,USD,RV,1,15291.05,20200420,NAA8,1,0,999.0
U001,200704858,WAKE trust,2019-01-03,2019,1928821343,2019-02-19,20190219,,USD,RV,1,44722.08,20190219,NAA8,0,0,999.0
U001,200769623,WAL-MAR in,,2019,1928955972,2019-03-13,20190313,,USD,RV,1,31723.93,20190313,NAH4,0,0,999.0
CA02,140106231,PRATT corp,2019-10-07,2019,2960556167,2019-06-22,20190622,,CAD,RV,1,24925.53,20190629,CA10,0,0,999.0
U001,200452014,CHEES llc,,2019,1930222519,2019-12-04,20191205,,USD,RV,1,59815.8,20191204,NA10,0,0,999.0
U001,200769623,WAL-MAR trust,,2020,1930716937,2020-03-29,20200329,,USD,RV,1,29600.48,20200329,NAH4,1,0,999.0
U001,200759878,SA us,,2019,1929506105,2019-06-19,20190617,,USD,RV,1,114036.42,20190619,NAWP,0,0,999.0
U001,200759878,SA corp,,2019,1929829719,2019-09-05,20190904,,USD,RV,1,15113.86,20190905,NAH4,0,0,999.0
U001,200707005,KING S us,2019-03-06,2019,1929334489,2019-05-18,20190517,,USD,RV,1,47720.82,20190518,NAA8,0,0,999.0
U001,200714710,SYSCO  co,,2019,1929771671,2019-08-21,20190821,,USD,RV,1,8056.45,20190821,NAA8,0,0,999.0
CA02,140104440,SO llc,,2019,2960565365,2019-07-16,20190716,,CAD,RV,1,30701.85,20190716,CA10,0,0,999.0
U001,200726979,BJ'S  ,2020-10-03,2020,1930558489,2020-02-24,20200223,,USD,RV,1,63.46,20200224,NAA8,0,0,999.0
U001,200793568,SUPE corp,,2019,1929136031,2019-04-12,20190412,,USD,RV,1,1027.76,20190412,NAGD,0,0,999.0
U001,200769623,WAL-MAR trust,2019-12-12,2019,1930204764,2019-12-01,20191130,,USD,RV,1,39020.87,20191201,NAH4,0,0,999.0
U001,200726979,BJ'S  llc,,2019,1930287196,2019-12-15,20191217,,USD,RV,1,737.67,20191215,NAA8,0,0,999.0
CA02,140106376,ISLAND corp,,2020,2960618751,2020-03-05,20200305,,CAD,RV,1,73485.51,20200313,CA10,1,0,999.0
U001,200769369,DI corp,2019-08-04,2019,1929005743,2019-03-22,20190321,,USD,RV,1,32279.86,20190322,NAA8,0,0,999.0
CA02,140104409,LOB associates,2019-05-08,2019,2960567671,2019-07-24,20190725,,CAD,RV,1,46347.74,20190725,CA10,0,0,999.0
U001,200769623,WAL-MAR foundation,,2020,1930818481,2020-04-23,20200423,,USD,RV,1,7243.24,20200423,NAH4,1,0,999.0
U001,200762301,C&S WH corp,2019-07-02,2019,1928663196,2019-01-23,20190123,,USD,RV,1,48879.52,20190123,NAC6,0,0,999.0
U001,200794332,COST corporation,2019-08-05,2019,1929195030,2019-04-24,20190423,,USD,RV,1,11827.66,20190424,NAAX,0,0,999.0
U001,200771157,WEIS systems,2020-12-03,2020,1930577105,2020-02-26,20200227,,USD,RV,1,14880.14,20200226,NAA8,0,0,999.0
U001,200915438,GROC trust,,2019,1929821208,2019-09-05,20190901,,USD,RV,1,8012.0,20190905,NAA8,0,0,999.0
U001,100031704,DELHAIZE systems,,2019,1930217628,2019-12-04,20191204,,USD,RV,1,31149.42,20191204,NAA8,0,0,999.0
U001,200769623,WAL-MAR corp,2019-11-02,2019,1928711923,2019-01-31,20190130,,USD,RV,1,34311.32,20190131,NAH4,0,0,999.0
U001,200769623,WAL-MAR trust,,2019,1929565764,2019-07-02,20190702,,USD,RV,1,1084.22,20190702,NAH4,0,0,999.0
U001,CCCA02,KRAFT  llc,,2019,1930190970,2019-11-25,20191125,,USD,RV,1,26975.61,20191125,NAG2,0,0,999.0
U001,200789077,US  ,,2019,1929222294,2019-04-29,20190429,,USD,RV,1,11249.72,20190429,NAA8,0,0,999.0
U001,200706844,WINC corp,,2020,1930690581,2020-03-25,20200324,,USD,RV,1,2924.67,20200325,NAA8,1,0,999.0
U001,200769623,WAL-MAR associates,,2019,1929580988,2019-07-08,20190706,,USD,RV,1,53173.71,20190708,NAH4,0,0,999.0
U001,200769623,WAL-MAR us,,2019,1930294244,2019-12-19,20191218,,USD,RV,1,5623.01,20191219,NAH4,0,0,999.0
U001,200779906,BOZZU ,2019-04-12,2019,1930159464,2019-11-18,20191115,,USD,RV,1,54701.95,20191118,NAA8,0,0,999.0
U001,CCCA02,KRAFT  us,,2019,1929136681,2019-04-14,20190412,,USD,RV,1,18106.08,20190414,NAG2,0,0,999.0
U001,200705742,DOT llc,,2020,1930613666,2020-03-06,20200306,,USD,RV,1,77222.68,20200306,NAAW,1,0,999.0
U001,200769623,WAL-MAR ,,2020,1930387842,2020-01-11,20200110,,USD,RV,1,4338.1,20200111,NAH4,0,0,999.0
CA02,140105686,SYSC corp,,2019,2960575586,2019-08-26,20190826,,CAD,RV,1,63319.4,20190903,CA10,0,0,999.0
U001,200764795,SYSCO  foundation,,2019,1928744736,2019-02-07,20190205,,USD,RV,1,2214.45,20190207,NAA8,0,0,999.0
U001,200743129,BROOKS associates,2019-12-02,2019,1928695673,2019-01-28,20190128,,USD,RV,1,49832.59,20190128,NAA8,0,0,999.0
U001,200772670,ASSOCIAT llc,,2020,1930773799,2020-04-10,20200410,,USD,RV,1,1957.44,20200410,NAU5,1,0,999.0
U001,200704045,RA systems,,2020,1930620201,2020-03-07,20200307,,USD,RV,1,92270.98,20200307,NAA8,1,0,999.0
U001,200759878,SA associates,,2019,1928709326,2019-01-31,20190130,,USD,RV,1,2636.79,20190131,NAH4,0,0,999.0
U001,200230690,DECA co,,2019,1928914551,2019-03-06,20190306,,USD,RV,1,41.4,20190301,NAM4,0,0,999.0
CA02,140105686,SYSC us,,2020,2960619131,2020-03-07,20200307,,CAD,RV,1,755.1,20200312,CA10,1,0,999.0
CA02,140106408,WAL-M associates,2019-06-06,2019,2960549095,2019-05-18,20190518,,CAD,RV,1,37442.96,20190518,CA10,0,0,999.0
U001,100036066,GROC corp,,2019,1929104723,2019-04-11,20190408,,USD,RV,1,11064.0,20190411,NAA8,0,0,999.0
U001,200729942,SA associates,2019-04-12,2019,1930166004,2019-11-18,20191118,,USD,RV,1,43322.18,20191118,NAA8,0,0,999.0
U001,200076137,OLLIE corporation,2019-10-05,2019,1929181541,2019-04-22,20190420,,USD,RV,1,26400.2,20190422,NAA8,0,0,999.0
U001,200779906,BOZZU corporation,2019-03-06,2019,1929324349,2019-05-16,20190516,,USD,RV,1,118758.16,20190516,NAA8,0,0,999.0
CA02,140106408,WAL-M in,,2020,2960626401,2020-04-02,20200402,,CAD,RV,1,63111.52,20200402,CA10,1,0,999.0
U001,200769623,WAL-MAR associates,2019-01-08,2019,1929637159,2019-07-22,20190719,,USD,RV,1,11783.87,20190722,NAH4,0,0,999.0
U001,200799367,MCL in,,2020,1930641597,2020-03-12,20200312,,USD,RV,1,369.46,20200312,NAGD,1,0,999.0
U001,200769623,WAL-MAR us,,2019,1929628110,2019-07-19,20190717,,USD,RV,1,2162.6,20190719,NAH4,0,0,999.0
U001,200769623,WAL-MAR in,,2019,1928619561,2019-01-14,20190114,,USD,RV,1,55015.63,20190114,NAH4,0,0,999.0
U001,200881076,ALBERT ,,2020,1930530237,2020-02-14,20200214,,USD,RV,1,6452.68,20200214,NAGD,0,0,999.0
U001,200762950,HAR co,,2019,1929286440,2019-05-08,20190509,,USD,RV,1,43011.28,20190508,NAA8,0,0,999.0
U001,200707822,PUBLI associates,,2019,1929731769,2019-08-10,20190810,,USD,RV,1,155602.59,20190810,NAA8,0,0,999.0
U001,200148860,DOLLA corp,,2019,1928539944,2018-12-30,20181229,,USD,RV,1,17507.51,20181230,NAA8,0,0,999.0
U001,200416837,DEC llc,,2019,1929914345,2019-09-24,20190924,,USD,RV,1,7705.04,20190916,NAM2,0,0,999.0
CA02,140104429,COSTCO associates,,2020,2960627171,2020-04-13,20200413,,CAD,RV,1,13208.3,20200417,CA10,1,0,999.0
U001,200769623,WAL-MAR co,,2020,1930772124,2020-04-10,20200409,,USD,RV,1,30330.47,20200410,NAH4,1,0,999.0
U001,200936373,SUPE ,2019-05-11,2019,1930029310,2019-10-20,20191018,,USD,RV,1,88126.88,20191020,NAA8,0,0,999.0
U001,200212854,MTC  trust,2019-06-06,2019,1929355271,2019-05-22,20190521,,USD,RV,1,14157.61,20190522,NAA8,0,0,999.0
U001,200780383,MEIJ in,,2019,1929733439,2019-08-12,20190811,,USD,RV,1,167980.46,20190812,NAA8,0,0,999.0
U001,100000051,GREE corporation,,2019,1928676782,2019-01-26,20190124,,USD,RV,1,29408.2,20190126,NAD5,0,0,999.0
U001,200337148,COAS us,,2019,1929367379,2019-05-30,20190523,,USD,RV,1,4560.53,20190530,NAA8,0,0,999.0
U001,200526831,PERISH systems,,2019,1930009904,2019-10-15,20191014,,USD,RV,1,100034.12,20191015,NAA8,0,0,999.0
U001,200769623,WAL-MAR corp,,2019,1929419012,2019-06-04,20190602,,USD,RV,1,74948.17,20190604,NAH4,0,0,999.0
U001,200803720,DEC corporation,,2019,1930317323,2019-12-24,20191224,,USD,RV,1,2036.84,20191216,NAM4,0,0,999.0
U001,200793568,SUPE in,2019-11-09,2019,1929797075,2019-08-26,20190827,,USD,RV,1,8261.83,20190826,NAA8,0,0,999.0
U001,200779906,BOZZU co,,2020,1930724849,2020-03-31,20200331,,USD,RV,1,5.38,20200331,NAX2,1,0,999.0
U001,200778355,US  ,,2020,1930461487,2020-01-31,20200131,,USD,RV,1,50847.36,20200131,NAA8,0,0,999.0
U001,200705742,DOT in,,2019,1929262835,2019-05-05,20190505,,USD,RV,1,21318.92,20190505,NA32,0,0,999.0
U001,200230690,DECA foundation,,2019,1929258410,2019-05-04,20190504,,USD,RV,1,2219.32,20190501,NAM4,0,0,999.0
U001,200769623,WAL-MAR us,,2019,1929970302,2019-10-07,20191004,,USD,RV,1,14694.68,20191007,NAH4,0,0,999.0
U001,200526831,PERISH trust,2019-09-07,2019,1929539275,2019-06-25,20190625,,USD,RV,1,78773.64,20190625,NAA8,0,0,999.0
U001,200769623,WAL-MAR co,,2019,1928907454,2019-03-06,20190305,,USD,RV,1,246.77,20190306,NAH4,0,0,999.0
U001,200230690,DECA ,,2019,1928758079,2019-02-07,20190207,,USD,RV,1,3445.36,20190201,NAM4,0,0,999.0
U001,200770677,KRAS associates,,2020,1930831819,2020-04-29,20200428,,USD,RV,1,5412.48,20200429,NAA8,1,0,999.0
U001,200078795,H T H corp,,2020,1930626084,2020-03-09,20200309,,USD,RV,1,222.05,20200309,NAA8,1,0,999.0
U001,200769623,WAL-MAR systems,,2020,1930665755,2020-03-18,20200318,,USD,RV,1,35.56,20200318,NAH4,1,0,999.0
U001,200782772,ASSOC G llc,,2019,1929985317,2019-10-08,20191008,,USD,RV,1,87824.0,20191008,NAA8,0,0,999.0
U001,200769623,WAL-MAR systems,,2019,1929136661,2019-04-13,20190412,,USD,RV,1,10793.91,20190413,NAH4,0,0,999.0
U001,200769623,WAL-MAR us,2019-08-05,2019,1929180340,2019-04-20,20190420,,USD,RV,1,15060.74,20190420,NAH4,0,0,999.0
U001,200793513,KROGER corporation,,2020,1930356799,2020-01-08,20200106,,USD,RV,1,19208.47,20200108,NAA8,0,0,999.0
U001,200704045,RA systems,,2020,1930765687,2020-04-10,20200408,,USD,RV,1,39869.37,20200410,NAA8,1,0,999.0
U001,200794332,COST corporation,,2019,1928625324,2019-01-14,20190115,,USD,RV,1,20964.98,20190114,NAAX,0,0,999.0
U001,200769623,WAL-MAR us,,2019,1930053915,2019-10-27,20191025,,USD,RV,1,17260.82,20191027,NAH4,0,0,999.0
U001,200707005,KING S llc,2019-05-03,2019,1928810204,2019-02-18,20190216,,USD,RV,1,93560.68,20190218,NAA8,0,0,999.0
U001,200764795,SYSCO  systems,,2019,1929127417,2019-04-12,20190410,,USD,RV,1,32315.45,20190412,NAA8,0,0,999.0
U001,200726979,BJ'S  systems,,2019,1929606758,2019-07-11,20190710,,USD,RV,1,153.14,20190711,NAA8,0,0,999.0
U001,200707822,PUBLI foundation,,2020,1930513372,2020-02-11,20200212,,USD,RV,1,114052.52,20200211,NAA8,0,0,999.0
U001,200290370,BARGAIN  systems,,2019,1929573809,2019-07-09,20190703,,USD,RV,1,2059.9,20190709,NAA8,0,0,999.0
U001,200769623,WAL-MAR co,,2019,1930254111,2019-12-10,20191209,,USD,RV,1,11477.6,20191210,NAH4,0,0,999.0
U001,200729290,KROGER in,,2019,1928923222,2019-03-07,20190307,,USD,RV,1,40373.0,20190307,NAA8,0,0,999.0
U001,200769623,WAL-MAR systems,2019-12-03,2019,1928878593,2019-03-01,20190228,,USD,RV,1,31990.58,20190301,NAH4,0,0,999.0
U001,100015557,BI systems,,2019,1929872267,2019-09-13,20190913,,USD,RV,1,27268.81,20190913,NAA8,0,0,999.0
CA02,140105678,SAPUTO  associates,,2019,2960525772,2019-01-29,20190129,,CAD,RV,1,11357.05,20190208,CA10,0,0,999.0
U001,200712187,SPAR corp,,2019,1929995758,2019-10-10,20191010,,USD,RV,1,54890.68,20191010,NAA8,0,0,999.0
U001,200769623,WAL-MAR trust,2019-04-06,2019,1929335981,2019-05-18,20190517,,USD,RV,1,495.68,20190518,NAH4,0,0,999.0
U001,100031704,DELHAIZE trust,,2019,1928892924,2019-03-03,20190303,,USD,RV,1,90039.82,20190303,NAA8,0,0,999.0
CA02,140104440,SO co,2019-01-05,2019,2960539938,2019-04-09,20190409,,CAD,RV,1,13001.53,20190415,CA10,0,0,999.0
U001,200749225,SUPER  corporation,2019-09-12,2019,1930183844,2019-11-22,20191122,,USD,RV,1,100023.15,20191122,NAA8,0,0,999.0
U001,200706844,WINC associates,2019-01-04,2019,1928961622,2019-03-15,20190314,,USD,RV,1,54891.48,20190315,NAA8,0,0,999.0
U001,200782001,GORDO associates,2019-01-08,2019,1928990852,2019-03-19,20190319,,USD,RV,1,34.95,20190319,NAX2,0,0,999.0
U001,200769623,WAL-MAR ,2020-09-03,2020,1930570183,2020-02-26,20200226,,USD,RV,1,50372.7,20200226,NAH4,0,0,999.0
U001,200769623,WAL-MAR corp,,2020,1930710823,2020-03-30,20200328,,USD,RV,1,16537.69,20200330,NAH4,1,0,999.0
U001,200769623,WAL-MAR trust,2020-03-03,2020,1930532722,2020-02-16,20200216,,USD,RV,1,908.54,20200216,NAH4,0,0,999.0
U001,200769623,WAL-MAR systems,,2020,1930731574,2020-04-02,20200402,,USD,RV,1,8030.45,20200402,NAH4,1,0,999.0
U001,200742791,QUI us,2019-10-07,2019,1929537358,2019-06-25,20190624,,USD,RV,1,78016.05,20190625,NAA8,0,0,999.0
U001,200792293,UNIFIE associates,2019-05-11,2019,1929772859,2019-08-22,20190822,,USD,RV,1,434.96,20190822,NAWN,0,0,999.0
U001,200759878,SA corp,,2020,1930584512,2020-02-29,20200229,,USD,RV,1,40233.82,20200229,NAH4,1,0,999.0
U001,200403651,Y H systems,,2019,1930140586,2019-11-14,20191112,,USD,RV,1,6036.45,20191114,NA32,0,0,999.0
U001,200763229,MAINES foundation,2019-08-05,2019,1929181427,2019-04-23,20190420,,USD,RV,1,21739.28,20190423,NAA8,0,0,999.0
U001,200920735,ALBERT associates,,2019,1929539455,2019-06-26,20190625,,USD,RV,1,676.96,20190626,NAVR,0,0,999.0
U001,200769623,WAL-MAR corp,2019-04-11,2019,1930043404,2019-10-23,20191022,,USD,RV,1,19859.22,20191023,NAH4,0,0,999.0
U001,200793513,KROGER corp,,2019,1928883148,2019-03-01,20190301,,USD,RV,1,76480.98,20190301,NAA8,0,0,999.0
U001,200769623,WAL-MAR us,2019-05-03,2019,1928844728,2019-02-23,20190222,,USD,RV,1,3315.46,20190223,NAH4,0,0,999.0
U001,200769623,WAL-MAR trust,,2019,1929134252,2019-04-12,20190411,,USD,RV,1,39292.05,20190412,NAH4,0,0,999.0
U001,CCU013,KRAFT F ,2019-01-11,2019,1929850260,2019-09-09,20190909,,USD,RV,1,16372.86,20190909,NAX2,0,0,999.0
U001,200794332,COST associates,,2020,1930717749,2020-03-31,20200329,,USD,RV,1,2976.38,20200331,NAAX,1,0,999.0
U001,200714710,SYSCO  corporation,2019-03-06,2019,1929318168,2019-05-16,20190515,,USD,RV,1,5095.27,20190516,NAA8,0,0,999.0
U001,200779051,AFFILI co,,2019,1930047384,2019-10-23,20191023,,USD,RV,1,17603.29,20191023,NAA8,0,0,999.0
U001,200761734,H E BUT llc,,2020,1930855874,2020-05-05,20200504,,USD,RV,1,12877.49,20200505,NAA8,1,0,999.0
U001,200777735,NASH  in,,2019,1929471182,2019-06-10,20190611,,USD,RV,1,79447.76,20190610,NAA8,0,0,999.0
U001,200772670,ASSOCIAT corporation,,2020,1930788739,2020-04-14,20200415,,USD,RV,1,142275.14,20200414,NAU5,1,0,999.0
U001,200769623,WAL-MAR in,,2020,1930617993,2020-03-07,20200307,,USD,RV,1,4975.79,20200307,NAH4,1,0,999.0
U001,200718130,SYSCO F systems,,2019,1929752329,2019-08-20,20190815,,USD,RV,1,517.95,20190820,NAD1,0,0,999.0
U001,200769623,WAL-MAR corporation,,2019,1928737292,2019-02-05,20190205,,USD,RV,1,17813.13,20190205,NAH4,0,0,999.0
U001,200727278,BLOU ,2019-05-04,2019,1928969470,2019-03-18,20190315,,USD,RV,1,64354.5,20190318,NAA8,0,0,999.0
U001,200726979,BJ'S  us,2020-03-02,2020,1930409452,2020-01-17,20200116,,USD,RV,1,35.73,20200117,NAA8,0,0,999.0
U001,200769623,WAL-MAR corp,,2020,1930842056,2020-04-29,20200430,,USD,RV,1,64759.81,20200429,NAH4,1,0,999.0
U001,200769623,WAL-MAR us,2020-05-02,2020,1930441933,2020-01-26,20200125,,USD,RV,1,15452.65,20200126,NAH4,0,0,999.0
CA02,140104223,H Y LO foundation,,2019,2960588390,2019-10-26,20191026,,CAD,RV,1,8736.17,20191105,CA10,0,0,999.0
U001,200769623,WAL-MAR llc,,2019,1928977878,2019-03-16,20190316,,USD,RV,1,40184.36,20190316,NAH4,0,0,999.0
U001,200772595,SAFEW llc,,2019,1930008565,2019-10-15,20191013,,USD,RV,1,70274.9,20191015,NAA8,0,0,999.0
U001,200704858,WAKE foundation,,2020,1930593088,2020-03-03,20200303,,USD,RV,1,28366.02,20200303,NAA8,1,0,999.0
U001,200718130,SYSCO F ,2019-07-06,2019,1929354728,2019-05-21,20190521,,USD,RV,1,824.92,20190521,NAA8,0,0,999.0
U001,100001196,DOLLAR associates,2019-08-04,2019,1928966425,2019-03-15,20190314,,USD,RV,1,13296.57,20190315,NAA8,0,0,999.0
U001,CCU002,KRFT FDS corp,,2020,1930538802,2020-02-20,20200218,,USD,RV,1,10935.76,20200220,NAG2,0,0,999.0
U001,200721530,REDNE llc,2019-03-05,2019,1929186664,2019-04-22,20190422,,USD,RV,1,24733.3,20190422,NAA8,0,0,999.0
U001,200762301,C&S WH co,2019-08-10,2019,1929908995,2019-09-23,20190922,,USD,RV,1,96049.94,20190923,NAC6,0,0,999.0
U001,200792734,MDV/ llc,2020-04-03,2020,1930542423,2020-02-19,20200219,,USD,RV,1,137959.88,20200219,NAA8,0,0,999.0
U001,200759878,SA llc,2020-03-02,2020,1930410064,2020-01-17,20200117,,USD,RV,1,27715.56,20200117,NAH4,0,0,999.0
U001,200769623,WAL-MAR in,,2019,1928845789,2019-02-26,20190222,,USD,RV,1,805.14,20190226,NAH4,0,0,999.0
U001,200707822,PUBLI ,,2020,1930692375,2020-03-27,20200324,,USD,RV,1,4953.34,20200327,NAA8,1,0,999.0
U001,200743129,BROOKS trust,,2020,1930862202,2020-05-05,20200506,,USD,RV,1,45951.01,20200505,NAA8,1,0,999.0
U001,200229974,DARDEN D systems,,2020,1930730871,2020-04-06,20200402,,USD,RV,1,2384.54,20200406,NAA8,1,0,999.0
U001,200744019,TARG us,,2020,1930730471,2020-04-02,20200401,,USD,RV,1,32520.67,20200402,NAA8,1,0,999.0
U001,200769623,WAL-MAR in,2019-11-02,2019,1928681967,2019-01-26,20190125,,USD,RV,1,10477.91,20190126,NAH4,0,0,999.0
U001,200780825,SYSCO FO systems,2020-09-03,2020,1930533549,2020-02-18,20200217,,USD,RV,1,32126.78,20200218,NAA8,0,0,999.0
U001,200803720,DEC llc,,2019,1929211456,2019-04-26,20190426,,USD,RV,1,3741.3,20190416,NAM2,0,0,999.0
U001,CCU013,KRAFT F associates,,2019,1929182739,2019-04-20,20190420,,USD,RV,1,12542.29,20190420,NAX2,0,0,999.0
U001,200769623,WAL-MAR us,2019-04-11,2019,1930043644,2019-10-23,20191022,,USD,RV,1,7994.2,20191023,NAH4,0,0,999.0
U001,200696090,UNITE associates,2019-03-10,2019,1929871289,2019-09-18,20190913,,USD,RV,1,3392.64,20190918,NAA8,0,0,999.0
U001,100053926,CALD corporation,,2019,1928998320,2019-03-20,20190320,,USD,RV,1,19420.8,20190320,NAVQ,0,0,999.0
U001,200769623,WAL-MAR trust,,2019,1929739488,2019-08-14,20190813,,USD,RV,1,47870.83,20190814,NAH4,0,0,999.0
U001,200714710,SYSCO  corp,,2019,1929804764,2019-08-29,20190828,,USD,RV,1,21775.55,20190829,NAA8,0,0,999.0
U001,200920735,ALBERT in,2019-12-07,2019,1929540093,2019-06-27,20190626,,USD,RV,1,79145.55,20190627,NAA8,0,0,999.0
CA02,140104409,LOB trust,,2019,2960540319,2019-04-08,20190408,,CAD,RV,1,273627.24,20190418,CA10,0,0,999.0
U001,200974851,RESTA corp,,2019,1930051029,2019-10-24,20191024,,USD,RV,1,1973.57,20191024,NAD1,0,0,999.0
CA02,140104340,COLABOR  foundation,,2019,2960584518,2019-10-09,20191009,,CAD,RV,1,77917.95,20191009,CA10,0,0,999.0
U001,100001196,DOLLAR llc,,2019,1929694768,2019-08-05,20190803,,USD,RV,1,13807.91,20190805,NAA8,0,0,999.0
U001,100033394,MONOGR corp,2019-03-06,2019,1929042736,2019-03-28,20190328,,USD,RV,1,55960.0,20190328,BR56,0,0,999.0
