business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen
U001,200729942,SA in,29-05-2019 00:00,2019,1929292528,10-05-2019,20190510,20190510,20190714,USD,RV,1,,12120.31,20190510,NAGD,1929292528,0
U001,200799367,MCL trust,29-01-2020 00:00,2020,1930352383,06-01-2020,20200106,20200106,20200121,USD,RV,1,,53915.87,20200106,NAA8,1930352383,0
U001,200769623,WAL-MAR ,04-11-2019 00:00,2019,1930042958,23-10-2019,20191022,20191023,20191107,USD,RV,1,,1897.5,20191023,NAH4,1930042958,0
U001,200769623,WAL-MAR co,05-04-2019 00:00,2019,1929015498,26-03-2019,20190323,20190326,20190410,USD,RV,1,,16370.27,20190326,NAH4,1929015498,0
U001,200759878,SA associates,08-07-2019 00:00,2019,1929517060,20-06-2019,20190619,20190620,20190705,USD,RV,1,,88533.99,20190620,NAH4,1929517060,0
U001,200743129,BROOKS co,28-10-2019 00:00,2019,1929996377,10-10-2019,20191010,20191010,20191119,USD,RV,1,,32262.09,20191010,NAWU,1929996377,0
U001,200769623,WAL-MAR co,,2020,1930645387,15-03-2020,20200313,20200315,20200330,USD,RV,1,,55806.82,20200315,NAH4,1930645387,1
U001,200726979,BJ'S  systems,31-05-2019 00:00,2019,1929323643,16-05-2019,20190515,20190516,20190531,USD,RV,1,,368.43,20190516,NAA8,1929323643,0
U001,200721330,PARK trust,08-07-2019 00:00,2019,1929519855,26-06-2019,20190620,20190626,20190706,USD,RV,1,,625.45,20190626,NA10,1929519855,0
U001,200915438,GROC corp,26-11-2019 00:00,2019,1930114773,11-11-2019,20191106,20191111,20191126,USD,RV,1,,36374,20191111,NAA8,1930114773,0
U001,200754118,ARMY associates,08-08-2019 00:00,2019,1929655517,24-07-2019,20190724,20190724,20190808,USD,RV,1,,1111.32,20190724,NAA8,1929655517,0
U001,200769623,WAL-MAR systems,11-02-2020 00:00,2020,1930435695,25-01-2020,20200124,20200125,20200209,USD,RV,1,,35381.25,20200125,NAH4,1930435695,0
U001,200974851,RESTA systems,,2020,1930631179,11-03-2020,20200310,20200311,20200326,USD,RV,1,,1045.09,20200311,NAA8,1930631179,1
U001,200769623,WAL-MAR trust,19-02-2019 00:00,2019,1928739046,05-02-2019,20190205,20190205,20190220,USD,RV,1,,40398.44,20190205,NAH4,1928739046,0
U001,200799367,MCL us,23-12-2019 00:00,2019,1930215459,04-12-2019,20191204,20191204,20191219,USD,RV,1,,89823.13,20191204,NAA8,1930215459,0
U001,200772595,SAFEW associates,18-03-2019 00:00,2019,1928875764,01-03-2019,20190228,20190301,20190316,USD,RV,1,,79545.76,20190301,NAA8,1928875764,0
U001,200744019,TARG associates,31-12-2019 00:00,2019,1930287573,18-12-2019,20191217,20191218,20200102,USD,RV,1,,22087.97,20191218,NAA8,1930287573,0
CA02,140105686,SYSC associates,16-05-2019 00:00,2019,2960545058,29-04-2019,20190429,20190429,20190510,CAD,RV,1,,81742.69,20190430,CA10,2960545058,0
U001,200726979,BJ'S  llc,,2020,1930674447,20-03-2020,20200320,20200320,20200404,USD,RV,1,,819.64,20200320,NAA8,1930674447,1
U001,200769623,WAL-MAR ,22-02-2019 00:00,2019,1928731701,05-02-2019,20190204,20190205,20190220,USD,RV,1,,61246.99,20190205,NAH4,1928731701,0
U001,200726979,BJ'S  foundation,,2020,1930752825,05-04-2020,20200406,20200405,20200420,USD,RV,1,,198.38,20200405,NAA8,1930752825,1
U001,CCU013,KRAFT F co,30-08-2019 00:00,2019,1929651590,23-07-2019,20190723,20190723,20190723,USD,RV,1,,17752.2,20190723,NAX2,1929651590,0
U001,200418007,AM in,08-02-2019 00:00,2019,1928677515,24-01-2019,20190124,20190124,20190208,USD,RV,1,,110019.73,20190124,NAA8,1928677515,0
U001,200772670,ASSOCIAT llc,05-09-2019 00:00,2019,1929775886,22-08-2019,20190823,20190822,20190906,USD,RV,1,,117050.73,20190822,NAU5,1929775886,0
U001,200778870,C corp,06-02-2020 00:00,2020,1930416554,21-01-2020,20200121,20200121,20200205,USD,RV,1,,33378,20200121,NAA8,1930416554,0
U001,200230690,DECA in,12-07-2019 00:00,2019,1929587767,08-07-2019,20190708,20190708,20190711,USD,RV,1,,4967.69,20190701,NAM2,1929587767,0
U001,200797452,US  co,26-11-2019 00:00,2019,1930043531,22-10-2019,20191022,20191022,20191123,USD,RV,1,,30544.8,20191022,NA32,1930043531,0
U001,200762301,C&S WH foundation,15-07-2019 00:00,2019,1929554013,28-06-2019,20190627,20190628,20190713,USD,RV,1,,89266.42,20190628,NAC6,1929554013,0
U001,200794332,COST corp,27-09-2019 00:00,2019,1929861843,13-09-2019,20190912,20190913,20190928,USD,RV,1,,8775,20190913,NAAX,1929861843,0
U001,200416837,DEC trust,26-08-2019 00:00,2019,1929771125,21-08-2019,20190821,20190821,20190826,USD,RV,1,,5748.7,20190816,NAM2,1929771125,0
U001,200776463,KROGE llc,22-07-2019 00:00,2019,1929580751,05-07-2019,20190705,20190705,20190720,USD,RV,1,,55252.06,20190705,NAA8,1929580751,0
U001,200769623,WAL-MAR in,17-04-2019 00:00,2019,1929091626,06-04-2019,20190405,20190406,20190421,USD,RV,1,,55259.53,20190406,NAH4,1929091626,0
U001,200769623,WAL-MAR foundation,,2020,1930682863,21-03-2020,20200321,20200321,20200405,USD,RV,1,,17631.81,20200321,NAH4,1930682863,1
U001,200769623,WAL-MAR corp,,2020,1930686257,23-03-2020,20200322,20200323,20200407,USD,RV,1,,55345.54,20200323,NAH4,1930686257,1
U001,200783734,FAREW co,27-11-2019 00:00,2019,1930149105,13-11-2019,20191113,20191113,20191128,USD,RV,1,,101491.05,20191113,NAA8,1930149105,0
U001,200769623,WAL-MAR corp,29-11-2019 00:00,2019,1930139023,12-11-2019,20191111,20191112,20191127,USD,RV,1,,23478.14,20191112,NAH4,1930139023,0
U001,200803720,DEC corporation,03-06-2019 00:00,2019,1929378622,25-05-2019,20190525,20190525,20190608,USD,RV,1,,794.16,20190516,NAM4,1929378622,0
U001,200769623,WAL-MAR llc,22-04-2019 00:00,2019,1929114974,10-04-2019,20190410,20190410,20190425,USD,RV,1,,16210.56,20190410,NAH4,1929114974,0
U001,200778870,C us,10-06-2019 00:00,2019,1929315148,16-05-2019,20190514,20190516,20190531,USD,RV,1,,7589.38,20190516,NAA8,1929315148,0
CA02,140104472,MARTIN corp,,2020,2960621656,17-03-2020,20200317,20200317,20200405,CAD,RV,1,,6532.92,20200326,CA10,2960621656,1
U001,200707005,KING S systems,30-01-2019 00:00,2019,1928613458,15-01-2019,20190113,20190115,20190130,USD,RV,1,,13111.12,20190115,NAA8,1928613458,0
U001,200466603,SMITH'S us,20-06-2019 00:00,2019,1929430763,05-06-2019,20190604,20190605,20190620,USD,RV,1,,62655.25,20190605,NAA8,1929430763,0
U001,200799342,MITCH us,22-11-2019 00:00,2019,1930127864,08-11-2019,20191108,20191108,20191123,USD,RV,1,,37993.36,20191108,NAA8,1930127864,0
U001,200769623,WAL-MAR corporation,16-01-2019 00:00,2019,1928577707,06-01-2019,20190105,20190106,20190121,USD,RV,1,,11076.23,20190106,NAH4,1928577707,0
U001,200759878,SA trust,,2020,1930699455,26-03-2020,20200325,20200326,20200410,USD,RV,1,,5153.79,20200326,NAH4,1930699455,1
U001,200756072,REINHA corp,24-01-2020 00:00,2020,1930333604,06-01-2020,20191230,20200106,20200207,USD,RV,1,,3730.5,20200106,NA32,1930333604,0
U001,200769623,WAL-MAR corporation,,2020,1930694468,24-03-2020,20200325,20200324,20200408,USD,RV,1,,4272.16,20200324,NAH4,1930694468,1
U001,200726979,BJ'S  trust,,2020,1930827989,25-04-2020,20200427,20200425,20200510,USD,RV,1,,285.8,20200425,NAA8,1930827989,1
U001,200739534,OK associates,03-02-2020 00:00,2020,1930401153,17-01-2020,20200115,20200117,20200201,USD,RV,1,,173796.91,20200117,NAA8,1930401153,0
U001,200782249,ACE  co,14-08-2019 00:00,2019,1929685692,02-08-2019,20190801,20190802,20190817,USD,RV,1,,40306.88,20190802,NAA8,1929685692,0
CA02,140104429,COSTCO ,16-09-2019 00:00,2019,2960577604,02-09-2019,20190902,20190902,20190914,CAD,RV,1,,76506.43,20190904,CA10,2960577604,0
U001,200759878,SA systems,,2020,1930848693,04-05-2020,20200502,20200504,20200519,USD,RV,1,,31209.43,20200504,NAH4,1930848693,1
U001,200769623,WAL-MAR trust,,2020,1930617883,10-03-2020,20200307,20200310,20200325,USD,RV,1,,15528.95,20200310,NAH4,1930617883,1
CA02,140105686,SYSC corp,20-06-2019 00:00,2019,2960551820,03-06-2019,20190603,20190603,20190614,CAD,RV,1,,32684.37,20190604,CA10,2960551820,0
CA02,140106408,WAL-M us,05-04-2019 00:00,2019,2960531872,03-03-2019,20190303,20190303,20190313,CAD,RV,1,,32965.68,20190303,CA10,2960531872,0
U001,200331749,SYSC trust,04-02-2020 00:00,2020,1930378175,14-01-2020,20200109,20200114,20200203,USD,RV,1,,12146.96,20200114,NAD1,1930378175,0
U001,200744019,TARG foundation,,2020,1930661319,17-03-2020,20200317,20200317,20200401,USD,RV,1,,16362.7,20200317,NAA8,1930661319,1
U001,200713007,KEEFE  co,25-07-2019 00:00,2019,1929536073,24-06-2019,20190624,20190624,20190709,USD,RV,1,,8622.24,20190624,NAA8,1929536073,0
U001,200353024,DECA ,10-10-2019 00:00,2019,1929957556,03-10-2019,20191003,20191003,20191008,USD,RV,1,,5376.9,20191001,NAM1,1929957556,0
U001,200726979,BJ'S  llc,26-02-2020 00:00,2020,1930512642,11-02-2020,20200211,20200211,20200226,USD,RV,1,,845.91,20200211,NAA8,1930512642,0
U001,200769623,WAL-MAR in,,2020,1930707495,27-03-2020,20200327,20200327,20200411,USD,RV,1,,46889.88,20200327,NAH4,1930707495,1
U001,200900909,SYSCO foundation,01-04-2019 00:00,2019,1928858104,25-02-2019,20190225,20190225,20190329,USD,RV,1,,5529.11,20190225,NA32,1928858104,0
U001,200793122,PIGGLY llc,12-03-2019 00:00,2019,1928859474,26-02-2019,20190226,20190226,20190313,USD,RV,1,,85375.11,20190226,NAA8,1928859474,0
U001,200723794,MID MO llc,02-07-2019 00:00,2019,1929501641,17-06-2019,20190617,20190617,20190702,USD,RV,1,,21526.21,20190617,NAA8,1929501641,0
CA02,140106408,WAL-M corp,07-05-2019 00:00,2019,2960541909,12-04-2019,20190412,20190412,20190424,CAD,RV,1,,2547.62,20190414,CA10,2960541909,0
U001,200759878,SA foundation,22-01-2019 00:00,2019,1928554134,02-01-2019,20190102,20190102,20190117,USD,RV,1,,37744.91,20190102,NAH4,1928554134,0
U001,200726979,BJ'S  us,05-08-2019 00:00,2019,1929652001,21-07-2019,20190723,20190721,20190805,USD,RV,1,,94.89,20190721,NAA8,1929652001,0
U001,200803720,DEC in,,2020,1930820038,23-04-2020,20200423,20200423,20200509,USD,RV,1,,1309.66,20200416,NAM4,1930820038,1
U001,200762301,C&S WH co,02-04-2019 00:00,2019,1928989019,18-03-2019,20190319,20190318,20190522,USD,RV,1,,6230.99,20190318,NAGD,1928989019,0
U001,200230690,DECA us,01-05-2019 00:00,2019,1929168630,18-04-2019,20190418,20190418,20190509,USD,RV,1,,1039.78,20190416,NAM4,1929168630,0
U001,200353024,DECA corp,16-10-2019 00:00,2019,1929957835,03-10-2019,20191003,20191003,20191024,USD,RV,1,,1151.14,20191001,NAM4,1929957835,0
U001,200780383,MEIJ llc,06-02-2020 00:00,2020,1930416420,21-01-2020,20200121,20200121,20200205,USD,RV,1,,141205.69,20200121,NAA8,1930416420,0
U001,200793568,SUPE associates,25-02-2020 00:00,2020,1930488229,05-02-2020,20200206,20200205,20200220,USD,RV,1,,106.27,20200205,NAA8,1930488229,0
U001,200707822,PUBLI systems,26-12-2019 00:00,2019,1930265195,11-12-2019,20191211,20191211,20191226,USD,RV,1,,77897.64,20191211,NAA8,1930265195,0
U001,100000158,CASC ,02-04-2019 00:00,2019,1929066824,01-04-2019,20190401,20190401,20190630,USD,RV,1,,392.66,20190401,NAVM,1929066824,0
U001,200772670,ASSOCIAT co,24-02-2020 00:00,2020,1930502363,08-02-2020,20200208,20200208,20200223,USD,RV,1,,48825.79,20200208,NAU5,1930502363,0
U001,100036066,GROC corp,16-04-2019 00:00,2019,1929053752,01-04-2019,20190330,20190401,20190416,USD,RV,1,,82190.07,20190401,NAA8,1929053752,0
U001,200769623,WAL-MAR trust,23-12-2019 00:00,2019,1930224772,06-12-2019,20191206,20191206,20191221,USD,RV,1,,4747.91,20191206,NAH4,1930224772,0
U001,200797452,US  ,24-09-2019 00:00,2019,1929859387,10-09-2019,20190910,20190910,20190925,USD,RV,1,,59601.35,20190910,NAA8,1929859387,0
U001,200744019,TARG systems,15-04-2019 00:00,2019,1928768760,09-02-2019,20190209,20190209,20190415,USD,RV,1,,7783.39,20190209,NAGD,1928768760,0
U001,200526831,PERISH associates,,2020,1930630439,10-03-2020,20200310,20200310,20200325,USD,RV,1,,102686.95,20200310,NAA8,1930630439,1
U001,200769369,DI systems,11-04-2019 00:00,2019,1929036417,27-03-2019,20190327,20190327,20190411,USD,RV,1,,613.81,20190327,NAA8,1929036417,0
U001,200308132,COLORA systems,,2020,1930851560,02-05-2020,20200502,20200502,20200517,USD,RV,1,,19909.04,20200502,NAA8,1930851560,1
U001,200561861,CO trust,31-10-2019 00:00,2019,1930000882,15-10-2019,20191011,20191015,20191030,USD,RV,1,,484.51,20191015,NAA8,1930000882,0
U001,200331749,SYSC in,10-04-2019 00:00,2019,1929039193,27-03-2019,20190327,20190327,20190411,USD,RV,1,,11608.88,20190327,NAA8,1929039193,0
U001,200704858,WAKE ,14-01-2019 00:00,2019,1928565362,04-01-2019,20190104,20190104,20190119,USD,RV,1,,83329.01,20190104,NAA8,1928565362,0
U001,200769623,WAL-MAR systems,,2020,1930855065,04-05-2020,20200504,20200504,20200519,USD,RV,1,,29419.25,20200504,NAH4,1930855065,1
U001,200762301,C&S WH associates,02-07-2019 00:00,2019,1929496003,17-06-2019,20190615,20190617,20190702,USD,RV,1,,23599.59,20190617,NAC6,1929496003,0
U001,100026809,PRES systems,,2020,1930875857,06-05-2020,20200507,20200506,20200516,USD,RV,1,,26363.75,20200506,NA10,1930875857,1
U001,200769623,WAL-MAR associates,01-07-2019 00:00,2019,1929497552,19-06-2019,20190615,20190619,20190704,USD,RV,1,,62730.22,20190619,NAH4,1929497552,0
U001,200418007,AM in,,2020,1930819711,23-04-2020,20200423,20200423,20200508,USD,RV,1,,10301.52,20200423,NAA8,1930819711,1
U001,200794332,COST co,09-10-2019 00:00,2019,1929917711,25-09-2019,20190924,20190925,20191010,USD,RV,1,,34854.89,20190925,NAAX,1929917711,0
U001,200782001,GORDO us,26-11-2019 00:00,2019,1930087344,12-11-2019,20191102,20191112,20191213,USD,RV,1,,22366.89,20191112,NA3B,1930087344,0
U001,100000222,SMITHFIE corp,20-11-2019 00:00,2019,1930113871,07-11-2019,20191106,20191107,20191122,USD,RV,1,,108990.2,20191107,NAA8,1930113871,0
U001,200769623,WAL-MAR co,,2020,1930747258,05-04-2020,20200404,20200405,20200420,USD,RV,1,,19581.58,20200405,NAH4,1930747258,1
U001,200769072,GREC associates,,2020,1930547631,27-02-2020,20200219,20200227,20200330,USD,RV,1,,9205.65,20200227,NA32,1930547631,1
U001,200769623,WAL-MAR trust,31-07-2019 00:00,2019,1929637356,21-07-2019,20190719,20190721,20190805,USD,RV,1,,14196.83,20190721,NAH4,1929637356,0
U001,200722369,PERFOR corporation,01-02-2019 00:00,2019,1928609876,21-01-2019,20190111,20190121,20190205,USD,RV,1,,18246.13,20190121,NAA8,1928609876,0
U001,200799538,UNITE foundation,11-12-2019 00:00,2019,1930190205,24-11-2019,20191124,20191124,20191209,USD,RV,1,,106322.09,20191124,NAA8,1930190205,0
U001,200705372,FR in,18-12-2019 00:00,2019,1930208409,02-12-2019,20191201,20191202,20191217,USD,RV,1,,45812.61,20191202,NAA8,1930208409,0
U001,200759878,SA systems,28-03-2019 00:00,2019,1928944862,12-03-2019,20190311,20190312,20190327,USD,RV,1,,26622.57,20190312,NAH4,1928944862,0
U001,200769623,WAL-MAR us,,2020,1930660940,18-03-2020,20200317,20200318,20200402,USD,RV,1,,10505.59,20200318,NAH4,1930660940,1
U001,200769623,WAL-MAR trust,05-11-2019 00:00,2019,1930053278,26-10-2019,20191025,20191026,20191110,USD,RV,1,,18752.34,20191026,NAH4,1930053278,0
U001,200152991,JET llc,08-10-2019 00:00,2019,1929891566,18-09-2019,20190918,20190918,20191008,USD,RV,1,,1987.65,20190918,NAD1,1929891566,0
U001,200759878,SA systems,16-04-2019 00:00,2019,1928760952,08-02-2019,20190207,20190208,20190414,USD,RV,1,,12765.66,20190208,NAGD,1928760952,0
U001,200769623,WAL-MAR us,13-05-2019 00:00,2019,1929239308,01-05-2019,20190501,20190501,20190516,USD,RV,1,,56941.06,20190501,NAH4,1929239308,0
U001,200936373,SUPE llc,29-08-2019 00:00,2019,1929739034,14-08-2019,20190813,20190814,20190829,USD,RV,1,,1238.4,20190814,NAA8,1929739034,0
U001,200756072,REINHA co,28-02-2019 00:00,2019,1928792504,13-02-2019,20190213,20190213,20190228,USD,RV,1,,20471.65,20190213,NAA8,1928792504,0
U001,200769623,WAL-MAR corporation,,2020,1930794208,16-04-2020,20200416,20200416,20200501,USD,RV,1,,41282.06,20200416,NAH4,1930794208,1
U001,200230690,DECA co,16-08-2019 00:00,2019,1929689685,02-08-2019,20190802,20190802,20190824,USD,RV,1,,1199.02,20190801,NAM4,1929689685,0
U001,200769623,WAL-MAR us,,2020,1930854162,04-05-2020,20200503,20200504,20200519,USD,RV,1,,661.11,20200504,NAH4,1930854162,1
U001,200790107,ROU llc,13-02-2019 00:00,2019,1928701738,29-01-2019,20190129,20190129,20190213,USD,RV,1,,148984.7,20190129,NAC6,1928701738,0
U001,200705742,DOT ,,2020,1930781352,13-04-2020,20200413,20200413,20200515,USD,RV,1,,14894.14,20200413,NA32,1930781352,1
U001,200762301,C&S WH foundation,22-03-2019 00:00,2019,1928920807,08-03-2019,20190306,20190308,20190323,USD,RV,1,,36140.28,20190308,NAC6,1928920807,0
U001,200759878,SA corporation,09-09-2019 00:00,2019,1929771603,23-08-2019,20190821,20190823,20190907,USD,RV,1,,13279.6,20190823,NAH4,1929771603,0
CA02,140106408,WAL-M trust,20-09-2019 00:00,2019,2960577359,04-09-2019,20190904,20190904,20190916,CAD,RV,1,,147763,20190906,CA10,2960577359,0
U001,200769623,WAL-MAR trust,29-01-2019 00:00,2019,1928645739,19-01-2019,20190118,20190119,20190203,USD,RV,1,,19300.46,20190119,NAH4,1928645739,0
U001,200148860,DOLLA systems,12-04-2019 00:00,2019,1929048137,29-03-2019,20190328,20190329,20190602,USD,RV,1,,48678.65,20190329,NAGD,1929048137,0
U001,200794332,COST co,28-08-2019 00:00,2019,1929738570,14-08-2019,20190813,20190814,20190829,USD,RV,1,,1720.93,20190814,NAAX,1929738570,0
U001,200726979,BJ'S  corp,05-02-2020 00:00,2020,1930414437,21-01-2020,20200120,20200121,20200205,USD,RV,1,,17301.37,20200121,NAA8,1930414437,0
U001,200943275,US  us,31-10-2019 00:00,2019,1930015757,16-10-2019,20191015,20191016,20191031,USD,RV,1,,2307.05,20191016,NAA8,1930015757,0
U001,200759878,SA corporation,,2020,1930844778,02-05-2020,20200501,20200502,20200517,USD,RV,1,,14001.29,20200502,NAH4,1930844778,1
U001,200759878,SA ,31-01-2020 00:00,2020,1930391907,15-01-2020,20200113,20200115,20200130,USD,RV,1,,12668.17,20200115,NAH4,1930391907,0
U001,100033268,NICHOL ,12-09-2019 00:00,2019,1929766488,21-08-2019,20190820,20190821,20190905,USD,RV,1,,29723.09,20190821,NAA8,1929766488,0
U001,200782001,GORDO associates,29-10-2019 00:00,2019,1929916480,25-09-2019,20190924,20190925,20191027,USD,RV,1,,96609.06,20190925,NA32,1929916480,0
U001,200762301,C&S WH corp,,2020,1930718526,30-03-2020,20200329,20200330,20200414,USD,RV,1,,27454.1,20200330,NAC6,1930718526,1
U001,200744019,TARG in,,2020,1930825443,25-04-2020,20200424,20200425,20200510,USD,RV,1,,15817.6,20200425,NAA8,1930825443,1
U001,200794332,COST co,,2020,1930651376,14-03-2020,20200314,20200314,20200329,USD,RV,1,,14204.38,20200314,NAAX,1930651376,1
U001,200729828,KENNETH us,15-01-2020 00:00,2020,1930337156,31-12-2019,20191231,20191231,20200115,USD,RV,1,,100925.18,20191231,NAA8,1930337156,0
U001,200769623,WAL-MAR ,16-04-2019 00:00,2019,1929096050,06-04-2019,20190406,20190406,20190421,USD,RV,1,,13797.33,20190406,NAH4,1929096050,0
U001,200762301,C&S WH corporation,15-03-2019 00:00,2019,1928874123,01-03-2019,20190228,20190301,20190316,USD,RV,1,,13066.96,20190301,NAC6,1928874123,0
U001,200776463,KROGE foundation,12-03-2020 00:00,2020,1930575423,26-02-2020,20200226,20200226,20200312,USD,RV,1,,107531.3,20200226,NAA8,1930575423,0
U001,200726979,BJ'S  us,,2020,1930629637,10-03-2020,20200310,20200310,20200325,USD,RV,1,,194.08,20200310,NAA8,1930629637,1
CA02,140104340,COLABOR  us,04-04-2019 00:00,2019,2960535575,18-03-2019,20190318,20190318,20190329,CAD,RV,1,,139279.73,20190319,CA10,2960535575,0
U001,200769623,WAL-MAR foundation,21-11-2019 00:00,2019,1930135339,11-11-2019,20191110,20191111,20191126,USD,RV,1,,1355.27,20191111,NAH4,1930135339,0
U001,200781803,JRD foundation,25-02-2019 00:00,2019,1928737185,04-02-2019,20190205,20190204,20190224,USD,RV,1,,245.35,20190204,NAD1,1928737185,0
U001,200759878,SA corp,12-02-2019 00:00,2019,1928678190,26-01-2019,20190124,20190126,20190210,USD,RV,1,,31177.06,20190126,NAH4,1928678190,0
CA02,140104440,SO co,14-03-2019 00:00,2019,2960531152,27-02-2019,20190227,20190227,20190309,CAD,RV,1,,9206.42,20190227,CA10,2960531152,0
U001,200744019,TARG in,25-02-2020 00:00,2020,1930502497,10-02-2020,20200208,20200210,20200225,USD,RV,1,,17428.17,20200210,NAA8,1930502497,0
U001,200020431,DEC in,16-04-2019 00:00,2019,1929075158,03-04-2019,20190403,20190403,20190424,USD,RV,1,,496.8,20190401,NAM4,1929075158,0
U001,200759878,SA co,27-08-2019 00:00,2019,1929716685,11-08-2019,20190808,20190811,20190826,USD,RV,1,,9586.54,20190811,NAH4,1929716685,0
U001,200974851,RESTA systems,26-12-2019 00:00,2019,1930261478,10-12-2019,20191210,20191210,20191225,USD,RV,1,,16272.46,20191210,NAA8,1930261478,0
U001,100036538,DENVER associates,20-02-2020 00:00,2020,1930486904,11-02-2020,20200205,20200211,20200226,USD,RV,1,,7615.8,20200211,NAA8,1930486904,0
U001,200275115,SHAWS  co,19-02-2020 00:00,2020,1930474902,04-02-2020,20200203,20200204,20200219,USD,RV,1,,138051.06,20200204,NAA8,1930474902,0
U001,200353024,DECA associates,16-10-2019 00:00,2019,1929957708,03-10-2019,20191003,20191003,20191024,USD,RV,1,,59.16,20191001,NAM4,1929957708,0
U001,200353024,DECA co,24-02-2020 00:00,2020,1930557249,22-02-2020,20200222,20200222,20200226,USD,RV,1,,6187.14,20200216,NAM2,1930557249,0
U001,200769623,WAL-MAR corporation,17-09-2019 00:00,2019,1929821705,05-09-2019,20190901,20190905,20190920,USD,RV,1,,13496.32,20190905,NAH4,1929821705,0
U001,200762301,C&S WH systems,01-08-2019 00:00,2019,1929625712,17-07-2019,20190716,20190717,20190801,USD,RV,1,,14056.84,20190717,NAC6,1929625712,0
U001,200555117,BURR associates,,2020,1930645457,13-03-2020,20200312,20200313,20200328,USD,RV,1,,112320.55,20200313,NAA8,1930645457,1
U001,200927099,THE YOUN corp,22-04-2019 00:00,2019,1929134768,12-04-2019,20190411,20190412,20190427,USD,RV,1,,21555.55,20190412,NAA8,1929134768,0
U001,200769623,WAL-MAR corp,,2020,1930645687,14-03-2020,20200312,20200314,20200329,USD,RV,1,,16495.4,20200314,NAH4,1930645687,1
U001,200799342,MITCH systems,30-05-2019 00:00,2019,1929291585,13-05-2019,20190510,20190513,20190528,USD,RV,1,,56080.34,20190513,NAA8,1929291585,0
U001,200769623,WAL-MAR co,19-02-2019 00:00,2019,1928764356,08-02-2019,20190208,20190208,20190223,USD,RV,1,,20788.19,20190208,NAH4,1928764356,0
U001,200794332,COST systems,25-11-2019 00:00,2019,1930132971,09-11-2019,20191109,20191109,20191124,USD,RV,1,,48451.41,20191109,NAAX,1930132971,0
U001,200721222,GO us,31-05-2019 00:00,2019,1929302122,13-05-2019,20190512,20190513,20190528,USD,RV,1,,4925.63,20190513,NAA8,1929302122,0
U001,200915438,GROC systems,09-07-2019 00:00,2019,1929513920,24-06-2019,20190618,20190624,20190709,USD,RV,1,,5444,20190624,NAA8,1929513920,0
U001,200331749,SYSC ,26-07-2019 00:00,2019,1929584173,10-07-2019,20190707,20190710,20190725,USD,RV,1,,3596.71,20190710,NAA8,1929584173,0
U001,200763814,SYSCO F ,10-02-2020 00:00,2020,1930361736,05-01-2020,20200106,20200105,20200206,USD,RV,1,,611.58,20200105,NA32,1930361736,0
U001,200900909,SYSCO corporation,22-10-2019 00:00,2019,1929883841,19-09-2019,20190917,20190919,20191021,USD,RV,1,,46081.46,20190919,NA32,1929883841,0
U001,200455322,PEA corp,21-05-2019 00:00,2019,1929132500,12-04-2019,20190411,20190412,20190512,USD,RV,1,,47293.18,20190412,NAD5,1929132500,0
U001,200769623,WAL-MAR systems,,2020,1930577259,29-02-2020,20200227,20200229,20200315,USD,RV,1,,58730.67,20200229,NAH4,1930577259,1
U001,100031704,DELHAIZE ,,2020,1930687343,23-03-2020,20200323,20200323,20200407,USD,RV,1,,57508.29,20200323,NAA8,1930687343,1
U001,200729942,SA corporation,10-03-2020 00:00,2020,1930553099,21-02-2020,20200221,20200221,20200307,USD,RV,1,,10153.25,20200221,NAA8,1930553099,0
U001,200762301,C&S WH llc,01-07-2019 00:00,2019,1929485942,14-06-2019,20190613,20190614,20190629,USD,RV,1,,25410.17,20190614,NAC6,1929485942,0
U001,200386051,W H co,18-01-2019 00:00,2019,1928553871,04-01-2019,20190102,20190104,20190119,USD,RV,1,,19332.29,20190104,NAA8,1928553871,0
U001,200726979,BJ'S  us,30-08-2019 00:00,2019,1929748210,15-08-2019,20190814,20190815,20190830,USD,RV,1,,374,20190815,NAA8,1929748210,0
U001,100043892,IN-N foundation,16-11-2019 00:00,2019,1930089188,02-11-2019,20191102,20191102,20191117,USD,RV,1,,15691.38,20191102,NAA8,1930089188,0
U001,200793568,SUPE in,12-11-2019 00:00,2019,1930051970,25-10-2019,20191025,20191025,20191109,USD,RV,1,,82523.77,20191025,NAA8,1930051970,0
U001,200769623,WAL-MAR corp,11-02-2019 00:00,2019,1928697999,29-01-2019,20190128,20190129,20190213,USD,RV,1,,106.67,20190129,NAH4,1928697999,0
U001,200762301,C&S WH trust,03-10-2019 00:00,2019,1929891420,18-09-2019,20190918,20190918,20191003,USD,RV,1,,95075.76,20190918,NAC6,1929891420,0
U001,200786288,FAMILY us,05-07-2019 00:00,2019,1929518664,21-06-2019,20190620,20190621,20190706,USD,RV,1,,14003.25,20190621,NAC6,1929518664,0
U001,200769623,WAL-MAR corp,,2020,1930845070,02-05-2020,20200501,20200502,20200517,USD,RV,1,,36319.29,20200502,NAH4,1930845070,1
U001,200126819,MCLANE ,04-03-2020 00:00,2020,1930534017,17-02-2020,20200217,20200217,20200303,USD,RV,1,,21486.73,20200217,NAA8,1930534017,0
